asset_code,asset_name,network,state,latitude,longitude,annual_deferral_aud,year
EX_3642,33 KV FEEDER 3642,Energex,QLD,-27.855,153.293,10000.0,2025
EX_314,33 KV FEEDER 314,Energex,QLD,-27.965,152.993,960000.0,2025
EX_436,33 KV FEEDER 436,Energex,QLD,-27.640174,152.687503,10000.0,2025
EX_499,33 KV FEEDER 499,Energex,QLD,-27.065188,152.963122,10000.0,2025
EX_509A,33 KV FEEDER 509A,Energex,QLD,-27.630686,152.778882,10000.0,2025
EX_3303,33 KV FEEDER 3303,Energex,QLD,-27.43422,153.142538,40000.0,2025
ER_10030331,ATHERTON (66/22KV),Ergon Energy,QLD,-17.2551,145.4776,90000.0,2025
ER_20001223,AYR (66/11KV),Ergon Energy,QLD,-19.5825,147.3664,410000.0,2025
ER_40000001,BILOELA (66/11KV),Ergon Energy,QLD,-24.4014,150.5078,560000.0,2025
ER_20002743,BOHLE (66/11KV),Ergon Energy,QLD,-19.2644,146.708,50000.0,2025
ER_40017974,CALLIOPE (66/11KV),Ergon Energy,QLD,-24.0106,151.2113,410000.0,2025
ER_20003948,CAPE RIVER (66/11KV),Ergon Energy,QLD,-20.4758,145.4673,810000.0,2025
ER_60007255,CHARLEVILLE (66/22/11KV),Ergon Energy,QLD,-26.4062,146.2838,90000.0,2025
ER_60025697-1,CHINCHILLA BSP (132/33KV),Ergon Energy,QLD,-26.7446,150.6454,560000.0,2025
ER_82961890,CLARE SOUTH (66/11KV),Ergon Energy,QLD,-19.8384,147.213,60000.0,2025
ER_20003280,CRANBROOK (66/11KV),Ergon Energy,QLD,-19.3114,146.7471,240000.0,2025
ER_50000024,DEGILBO (66/11KV),Ergon Energy,QLD,-25.4816,151.9964,310000.0,2025
ER_20005446,EAST AYR (66/11KV),Ergon Energy,QLD,-19.5681,147.4084,70000.0,2025
ER_10030280,EVELYN (66/22KV),Ergon Energy,QLD,-17.4997,145.4943,270000.0,2025
ER_30064340,FARLEIGH (33/11KV),Ergon Energy,QLD,-21.1003,149.1032,290000.0,2025
ER_20006664,HOME HILL (66/11KV),Ergon Energy,QLD,-19.6729,147.4131,170000.0,2025
ER_20008188,JARVISFIELD (66/11KV),Ergon Energy,QLD,-19.6023,147.4291,170000.0,2025
ER_20010443,MILLAROO (66/11KV),Ergon Energy,QLD,-20.1125,147.271,30000.0,2025
ER_20010917-1,MILLCHESTER (66/11KV),Ergon Energy,QLD,-20.1034,146.2808,150000.0,2025
ER_10030281,MT GARNET (66/22KV),Ergon Energy,QLD,-17.6844,145.1287,390000.0,2025
ER_60007240,MT SIBLEY (33/11KV),Ergon Energy,QLD,-27.8076,151.9488,410000.0,2025
ER_50000121,MURGON (66/11KV),Ergon Energy,QLD,-26.2501,151.9371,780000.0,2025
ER_20011181,NEIL SMITH (66/11KV),Ergon Energy,QLD,-19.2613,146.8135,850000.0,2025
ER_50000147,OWANYILLA (66/11KV),Ergon Energy,QLD,-25.6457,152.627,220000.0,2025
ER_60007229,PAMPAS (33/11KV),Ergon Energy,QLD,-27.7519,151.3508,610000.0,2025
ER_40017986,PANDOIN (66/22KV),Ergon Energy,QLD,-23.2651,150.4716,260000.0,2025
ER_30064322,ROSELLA (33/11KV),Ergon Energy,QLD,-21.2369,149.1477,300000.0,2025
ER_83886418,SKID D (LANDING ROAD) (66/11KV),Ergon Energy,QLD,-23.8144,151.1498,210000.0,2025
ER_60025701,STANTHORPE BSP (110/33KV),Ergon Energy,QLD,-28.6443,151.9178,280000.0,2025
ER_81642833,WOODGATE (66/11KV),Ergon Energy,QLD,-25.1001,152.5493,170000.0,2025
ER_60007226,YARRANLEA SOUTH (33/11KV),Ergon Energy,QLD,-27.7534,151.5425,280000.0,2025
ER_DURO-CHUM,CHUM-CLON,Ergon Energy,QLD,-20.712336,140.403695,560000.0,2025
ES_1380,SFP SUFFOLK PARK,Essential Energy,NSW,-28.67269,153.59378,170000.0,2025
ES_548,MRE MOREE,Essential Energy,NSW,-29.48358,149.85192,80000.0,2025
ES_774,BBN BOMEN,Essential Energy,NSW,-35.0742,147.40744,240000.0,2025
ES_ORS3B8,ORS3B8 EDWARD ST,Essential Energy,NSW,-33.29626,149.102666,20000.0,2025
ES_ORS3B2,ORS3B2 JEAGER AVE,Essential Energy,NSW,-33.303725,149.09782,20000.0,2025
ES_BNY3B4,BNY3B4 MILLTHORPE,Essential Energy,NSW,-33.44587,149.102234,20000.0,2025
ES_BTH3B3,BTH3B3 BRILLIANT ST,Essential Energy,NSW,-33.441912,149.568942,20000.0,2025
ES_RAG3B3,RAG3B3 RAGLAN INDUSTRIAL,Essential Energy,NSW,-33.426395,149.719955,20000.0,2025
ES_FIN8B1,FIN8B1 TOCUMWAL,Essential Energy,NSW,-35.7078,145.5776,50000.0,2025
ES_ALU8B10,ALU8B10 ETTAMOGAH,Essential Energy,NSW,-36.041354,146.965104,30000.0,2025
ES_TDL8B2_1,TDL8B2 TULLAMORE/TOTTENHAM_1,Essential Energy,NSW,-32.375014,147.487244,150000.0,2025
ES_PKT3B9,PKT3B9 PARKES TOWN NO.3,Essential Energy,NSW,-33.145297,148.177981,50000.0,2025
ES_MAH3B3,MAH3B3 GLEBE,Essential Energy,NSW,-36.679037,149.872432,20000.0,2025
ES_TDL8B1,TDL8B1 BOGAN GATE,Essential Energy,NSW,-33.109756,147.760993,20000.0,2025
ES_TDL8B2_2,TDL8B2 TULLAMORE/TOTTENHAM_2,Essential Energy,NSW,-32.652759,147.581598,20000.0,2025
ES_PKT3B3,PKT3B3 TELESCOPE,Essential Energy,NSW,-32.971465,148.165844,20000.0,2025
ES_MYT3B6,MYT3B6 MORUYA NTH,Essential Energy,NSW,-35.876989,150.117782,20000.0,2025
ES_JYE3B2,JYE3B2 KALKITE,Essential Energy,NSW,-36.389999,148.671936,60000.0,2025
ES_CST5362,CST5362 STH GOULBURN/COLLECTOR,Essential Energy,NSW,-34.827827,149.559372,30000.0,2025
ES_GBN3B4,GBN3B4 TOWRANG,Essential Energy,NSW,-34.729538,149.822571,20000.0,2025
ES_CWD13,CWD13 CARGO,Essential Energy,NSW,-33.398974,148.609094,50000.0,2025
ES_WJL3B3,WJL3B3 WEST PLAIN,Essential Energy,NSW,-33.380814,147.661564,30000.0,2025
ES_WJL3B2,WJL3B2 WARROO,Essential Energy,NSW,-33.362461,147.67276,30000.0,2025
ES_CLY1523,CLY1523 COLEAMBALLY 132 - DARLINGTON POINT (BORE PUMPERS),Essential Energy,NSW,-34.619851,145.901814,50000.0,2025
ES_THA2225,THA2225 HILLSTON RD,Essential Energy,NSW,-34.264173,146.000501,30000.0,2025
ES_GFH3B2,GFH3B2 WAKADEN ST,Essential Energy,NSW,-34.279135,146.043583,20000.0,2025
ES_LEE3B7,LEE3B7 CORBIE HILL,Essential Energy,NSW,-34.557697,146.458629,20000.0,2025
ES_HAM3B7,HAM3B7 TARCUTTA ST,Essential Energy,NSW,-35.120015,147.383979,30000.0,2025
ES_ASM3B4,ASM3B4 FERNLEIGH RD WEST,Essential Energy,NSW,-35.123158,147.321499,20000.0,2025
ES_ORS3B7,ORS3B7 ANSON ST STH,Essential Energy,NSW,-33.298207,149.095994,60000.0,2025
ES_STH3B6,STH3B6 COUNTRY LN,Essential Energy,NSW,-31.093029,150.844993,30000.0,2025
ES_BBA3B4,BBA3B4 BARRABA,Essential Energy,NSW,-30.398699,150.728226,30000.0,2025
ES_STH3B11,STH3B11 ROBERT ST,Essential Energy,NSW,-31.108754,150.907651,20000.0,2025
ES_BTS8B8_1,BTS8B8 DELUNGRA_1,Essential Energy,NSW,-29.690382,150.941895,20000.0,2025
ES_BTS8B8_2,BTS8B8 DELUNGRA_2,Essential Energy,NSW,-29.779789,150.983627,20000.0,2025
ES_TEA3B4,TEA3B4 TEA GARDENS,Essential Energy,NSW,-32.651159,152.148717,70000.0,2025
ES_BNK24787,BNK24787 OLD BAR NO.2,Essential Energy,NSW,-31.973385,152.5793,30000.0,2025
ES_BLH3B2,BLH3B2 CRAWFORD/GIRVAN/BOORAL,Essential Energy,NSW,-32.290928,152.175415,30000.0,2025
ES_HGN3B1,HGN3B1 CROWDY HEAD,Essential Energy,NSW,-31.872477,152.681625,30000.0,2025
ES_GLS3B7,GLS3B7 CITY CENTRAL,Essential Energy,NSW,-30.514381,151.668793,40000.0,2025
ES_HGE3B1,HGE3B1 GRAFTON RD,Essential Energy,NSW,-30.308781,152.026077,40000.0,2025
ES_SLI3B23,SLI3B23 CARRINGTON ST NTH,Essential Energy,NSW,-28.801962,153.275734,30000.0,2025
ES_GYA8K1,GYA8K1 WANDSWORTH,Essential Energy,NSW,-30.119531,151.510161,20000.0,2025
ES_MWN3B2,MWN3B2 NORCO,Essential Energy,NSW,-28.338869,153.419128,30000.0,2025
ES_BPT3B3,BPT3B3 FINGAL,Essential Energy,NSW,-28.208887,153.559219,30000.0,2025
ES_MWN3B8,MWN3B8 UKI,Essential Energy,NSW,-28.490942,153.217712,30000.0,2025
ES_MLN3B5,MLN3B5 WOODFORD DALE-LEIGH,Essential Energy,NSW,-29.49156,153.117218,20000.0,2025
ES_GID42,GID42 TOWN NO.2,Essential Energy,NSW,-31.712212,148.668213,60000.0,2025
ES_EUL32,EUL32 DUBBO NTH/EAST TOWN,Essential Energy,NSW,-32.251156,148.648209,40000.0,2025
ES_EUL62,EUL62 DUBBO STH/EAST TOWN,Essential Energy,NSW,-32.256003,148.64235,20000.0,2025
ES_DBW3B5,DBW3B5 RURAL WEST,Essential Energy,NSW,-32.226106,148.568178,20000.0,2025
ES_GID22,GID22 RURAL NTH/STH/WEST,Essential Energy,NSW,-31.726295,148.655243,20000.0,2025
ES_SGN3B1,SGN3B1 ARMIDALE RD,Essential Energy,NSW,-29.951408,153.118256,60000.0,2025
ES_WBN3B4,WBN3B4 BROADWATER,Essential Energy,NSW,-28.996492,153.442993,50000.0,2025
ES_LHD3B5,LHD3B5 LENNOX WEST,Essential Energy,NSW,-28.802166,153.585733,20000.0,2025
ES_BPM3B4_1,BPM3B4 HASTINGS RIVER DR_1,Essential Energy,NSW,-31.45385,152.881927,50000.0,2025
ES_OPM3B1,OPM3B1 GRANITE ST,Essential Energy,NSW,-31.4489,152.908567,20000.0,2025
ES_BPM3B4_2,BPM3B4 HASTINGS RIVER DR_2,Essential Energy,NSW,-31.45385,152.881927,20000.0,2025
ES_SWR3B6,SWR3B6 STUARTS PT,Essential Energy,NSW,-30.88512,153.006073,20000.0,2025
ES_79W,79W THARBOGANG - WARRAWIDGEE - NERICON,Essential Energy,NSW,-34.235502,146.048076,340000.0,2025
EV_LZS,LATHAM ZONE SUB,Evoenergy,ACT,-35.20036254,148.9439518,4110000.0000000005,2025
EV_Strathnairn - Weir extension,LATHAM ZONE SUB - FEEDER,Evoenergy,ACT,-35.22366498,148.9765064,330000.0,2025
"EV_Kingston (Monash, Kelliher, Mundaring-Russel No 3, Power House, Dairy South)",TELOPEA PARK ZONE SUB - FEEDER KINGSTON,Evoenergy,ACT,-35.31093802,149.141917,100000.0,2025
EV_Kingston (Dairy South),EAST LAKE ZONE SUB - FEEDER KINGSTON,Evoenergy,ACT,-35.31093802,149.141917,100000.0,2025
EV_Fyshwick Sec 38,EAST LAKE ZONE SUB - FEEDER FYSHWICK,Evoenergy,ACT,-35.32010231,149.1631341,70000.0,2025
"EV_Lyneham (Cowper, Ebden, Duffy)",CITY EAST ZONE SUB - FEEDER LYNEHAM,Evoenergy,ACT,-35.23257788,149.1254206,410000.0,2025
EV_Lyneham (Swinden-Lampard),BELCONNEN ZONE SUB - FEEDER,Evoenergy,ACT,-35.23257788,149.1254206,410000.0,2025
EV_Curtin,WODEN ZONE SUB - FEEDER,Evoenergy,ACT,-35.31395785,149.0809852,500000.0,2025
EV_Fairbairn,EAST LAKE ZONE SUB - FEEDER FAIRBAIRN,Evoenergy,ACT,-35.30539563,149.2051067,190000.0,2025
EV_Hume,GILMORE ZONE SUB - FEEDER,Evoenergy,ACT,-35.40417428,149.1465742,220000.0,2025
EV_Greenway,WANNIASSA ZONE SUB - FEEDER,Evoenergy,ACT,-35.41910495,149.0702617,270000.0,2025
EV_Parkes,CITY EAST ZONE SUB - FEEDER PARKES,Evoenergy,ACT,-35.28436664,149.1354539,500000.0,2025
EV_Gungahlin,GOLD CREEK ZONE SUB - FEEDER GUNGAHLIN,Evoenergy,ACT,-35.18381942,149.1375622,500000.0,2025
EV_Barton,TELOPEA PARK ZONE SUB - FEEDER BARTON,Evoenergy,ACT,-35.30684785,149.1300085,300000.0,2025
"EV_Canberra City (Hobart Short, Edinburgh)",CIVIC ZONE SUB - FEEDER,Evoenergy,ACT,-35.28276593,149.1288212,310000.0,2025
"EV_Canberra City (Binara, Electricity House, Akuna, Lonsdale)",CITY EAST ZONE SUB - FEEDER CANBERRA CITY ,Evoenergy,ACT,-35.28276593,149.1288212,310000.0,2025
"EV_Canberra City (Edmund Barton, King Edward + Belmore)",TELOPEA PARK ZONE SUB - FEEDER CANBERRA CITY,Evoenergy,ACT,-35.28276593,149.1288212,310000.0,2025
EV_Franklin,GOLD CREEK ZONE SUB - FEEDER FRANKLIN,Evoenergy,ACT,-35.18463203,149.1555996,510000.0,2025
EV_Braddon,CITY EAST ZONE SUB - FEEDER BRADDON,Evoenergy,ACT,-35.27035409,149.130434,370000.0,2025
JE_CN,COBURG NORTH ZONE SUBSTATION,Jemena,NSW,-37.720935,144.977825,1910000.0,2025
JE_COO,COOLAROO ZONE SUBSTATION,Jemena,NSW,-37.64207088,144.9340219,2840000.0,2025
JE_CS,COBURG SOUTH ZONE SUBSTATION,Jemena,NSW,-37.742523,144.962604,970000.0,2025
JE_EP B,EAST PRESTON ZONE SUBSTATION SWITCH HOUSE B,Jemena,NSW,-37.74531722,145.0328521,850000.0,2025
JE_FT,FLEMINGTON ZONE SUBSTATION,Jemena,NSW,-37.79171023,144.9318854,70000.0,2025
JE_NH,NORTH HEIDELBERG ZONE SUBSTATION,Jemena,NSW,-37.729535,145.067959,330000.0,2025
JE_NS,NORTH ESSENDON ZONE SUBSTATION,Jemena,NSW,-37.751052,144.928944,640000.0,2025
JE_SBY,SUNBURY ZONE SUBSTATION,Jemena,NSW,-37.58558169,144.7222071,930000.0,2025
JE_SHM,SYDENHAM ZONE SUBSTATION,Jemena,NSW,-37.676056,144.753515,1120000.0,2025
JE_ST,SOMERTON ZONE SUBSTATION,Jemena,NSW,-37.62247219,144.9486292,2840000.0,2025
JE_BD0-008,BD008 FEEDER,Jemena,NSW,-37.665352,144.943022,30000.0,2025
JE_CS0-005,CS005 FEEDER,Jemena,NSW,-37.742523,144.962604,40000.0,2025
JE_ES0-011,ES011 FEEDER ,Jemena,NSW,-37.75405307,144.8936384,280000.0,2025
JE_FF0-096,FF096 FEEDER,Jemena,NSW,-37.76998367,145.0203507,10000.0,2025
JE_FT0-011,FT011 FEEDER,Jemena,NSW,-37.79171023,144.9318854,50000.0,2025
JE_FT0-021,FT021 FEEDER ,Jemena,NSW,-37.79171023,144.9318854,50000.0,2025
JE_FT0-022,FT022 FEEDER,Jemena,NSW,-37.79171023,144.9318854,110000.0,2025
JE_FT0-032,FT032 FEEDER,Jemena,NSW,-37.79171023,144.9318854,90000.0,2025
JE_FT0-033,FT033 FEEDER,Jemena,NSW,-37.79171023,144.9318854,90000.0,2025
JE_NH0-002,NH002 FEEDER,Jemena,NSW,-37.729535,145.067959,50000.0,2025
JE_SBY-013,SBY013 FEEDER,Jemena,NSW,-37.58558169,144.7222071,20000.0,2025
JE_SBY-023,SBY023 FEEDER,Jemena,NSW,-37.58558169,144.7222071,30000.0,2025
JE_SBY-024,SBY024 FEEDER,Jemena,NSW,-37.58558169,144.7222071,10000.0,2025
JE_SHM-011,SHM011 FEEDER,Jemena,NSW,-37.676056,144.753515,320000.0,2025
JE_SHM-013,SHM013 FEEDER ,Jemena,NSW,-37.676056,144.753515,530000.0,2025
JE_ST0-011,ST011 FEEDER,Jemena,NSW,-37.62247219,144.9486292,2840000.0,2025
JE_ST0-022,ST022 FEEDER,Jemena,NSW,-37.62247219,144.9486292,2840000.0,2025
JE_ST0-033,ST033 FEEDER,Jemena,NSW,-37.62247219,144.9486292,2840000.0,2025
JE_TT0-011,TT011 FEEDER,Jemena,NSW,-37.69234,145.008618,100000.0,2025
JE_BTS-FF181,BTS-FF-BTS_1,Jemena,NSW,-37.772898,144.984828,630000.0,2025
JE_BTS-FF184,BTS-FF-BTS_2,Jemena,NSW,-37.772898,144.984828,630000.0,2025
JE_BTS-FF188,BTS-FF-BTS_3,Jemena,NSW,-37.772898,144.984828,630000.0,2025
JE_BTS-NS176,BTS-NS-BTS_1,Jemena,NSW,-37.772898,144.984828,1060000.0,2025
JE_BTS-NS190,BTS-NS-BTS_2,Jemena,NSW,-37.772898,144.984828,1060000.0,2025
JE_BTS-NS193,BTS-NS-BTS_3,Jemena,NSW,-37.772898,144.984828,1060000.0,2025
JE_TTS-NEI/NH,TTS-NEI-NH-NEL-WT-TTS_1,Jemena,NSW,-37.69234,145.008618,830000.0,2025
JE_TTS-WT,TTS-NEI-NH-NEL-WT-TTS_2,Jemena,NSW,-37.69234,145.008618,830000.0,2025
PC_BMH,BACCHUS MARSH ZS,Powercor,VIC,-37.699594,144.408463,570000.0,2025
PC_DDL,DRYSDALE ZS,Powercor,VIC,-38.182668,144.564311,250000.0,2025
PC_EHK,EAGLEHAWK ZS,Powercor,VIC,-36.735934,144.27852,890000.0,2025
PC_LV,LAVERTON ZS,Powercor,VIC,-37.851882,144.727624,2390000.0,2025
PC_MLN,MELTON ZS,Powercor,VIC,-37.687243,144.585891,2390000.0,2025
PC_WBE,WERRIBEE ZS,Powercor,VIC,-37.890462,144.662828,2390000.0,2025
PC_GL,GEELONG ZS,Powercor,VIC,-38.128707,144.340458,100000.0,2025
PC_OYN,OUYEN ZS,Powercor,VIC,-35.058425,142.315288,60000.0,2025
PC_BAS033,BALLART SOUTH 033,Powercor,VIC,-37.5749,143.827767,150000.0,2025
PC_GTS-GLE1,GEELONG TERMINAL TO GLE1,Powercor,VIC,-38.083224,144.338752,120000.0,2025
PC_GTS-GLE2,GEELONG TERMINAL TO GLE2,Powercor,VIC,-38.083492,144.338707,120000.0,2025
PC_KGTS-SHL,KERANG TO SWAN HILL,Powercor,VIC,-35.77078977,143.9340681,1000000.0,2025
SA_SSD260,SMITHFIELD WEST 11KV,SA Power Networks,SA,-34.67,138.68,700000.0,2025
SA_SSD172,ASCOT PARK 11KV,SA Power Networks,SA,-34.98,138.56,50000.0,2025
SA_SSD299,KINGSTON SE 11KV,SA Power Networks,SA,-36.84,139.86,160000.0,2025
SA_SSD543,KALANGADOO 11KV,SA Power Networks,SA,-37.5597,140.7052,90000.0,2025
SA_SSDMI22,MOUNT BURR 11KV,SA Power Networks,SA,-37.54319,140.4489,40000.0,2025
SA_SSD276,PORTEE 11KV,SA Power Networks,SA,-34.47,139.58,190000.0,2025
SA_SSD287,QUALCO 11KV,SA Power Networks,SA,-34.1,139.86,260000.0,2025
SA_SSD403,NORTHFIELD 11KV,SA Power Networks,SA,-34.85,138.63,770000.0,2025
SA_SD1526,GLANVILLE - QUEENSTOWN 66KV,SA Power Networks,SA,-34.857268,138.492136,1530000.0,2025
SA_SD1527,NEW OSBORNE - GLANVILLE 66KV,SA Power Networks,SA,-34.819944,138.494584,1530000.0,2025
SA_SD49200,HATHERLEIGH-ROBE,SA Power Networks,SA,-37.465735,140.244799,1310000.0,2025
SA_SD1594,MORPHETT VALE EAST - MCLAREN FLAT 66KV ,SA Power Networks,SA,-35.20799,138.5682,450000.0,2025
SA_ST12,STRATHALBYN EAST,SA Power Networks,SA,-35.27116,138.8964,80000.0,2025
SA_LX43,LOXTON,SA Power Networks,SA,-34.4188,140.5944,20000.0,2025
SA_SD1676,PORT NOARLUNGA - SEAFORD 66KV,SA Power Networks,SA,-35.20799,138.5682,510000.0,2025
SA_SD58200,PENOLA - PENOLA TEE 33KV,SA Power Networks,SA,-37.393472,140.813479,70000.0,2025
SA_SD1545,EAST TERRACE - NORWOOD 66KV,SA Power Networks,SA,-34.922469,138.614071,180000.0,2025
SA_SD36400,WATERLOO - RIVERTON TEE,SA Power Networks,SA,-34.013293,138.845992,100000.0,2025
SA_SD37200,FREELING - KAPUNDA,SA Power Networks,SA,-34.448187,138.810763,50000.0,2025
SA_SD1669,NORTH UNLEY - WHITMORE SQUARE TEE 66KV,SA Power Networks,SA,-34.9444,138.5789,40000.0,2025
SA_NL451C,TROTT PARK BACKBONE,SA Power Networks,SA,-35.0771,138.5281,30000.0,2025
SA_SD1686,ELIZABETH DOWNS - SMITHFIELD WEST 66KV,SA Power Networks,SA,-34.678013,138.494584,240000.0,2025
SA_SD1670,KESWICK - NEW RICHMOND TEE - PLYMPTON 66KV,SA Power Networks,SA,-34.9444,138.5789,700000.0,2025
TN_BEZ,BELLERIVE ZONE SUBSTATION,TasNetworks,TAS,-42.8573428,147.3920297,250000.0,2025
TN_DPZ,DERWENT PARK ZONE SUBSTATION,TasNetworks,TAS,-42.8352451,147.2906752,170000.0,2025
TN_GBZ,GEILSTON BAY ZONE SUBSTATION,TasNetworks,TAS,-42.8395221,147.3598223,220000.0,2025
TN_GRZ,GRETNA RURAL ZONE SUBSTATION,TasNetworks,TAS,-42.6919003,146.9419874,90000.0,2025
TN_KR,KNIGHTS ROAD SUBSTATION,TasNetworks,TAS,-43.022861,147.073676,150000.0,2025
